댓글,비방,차별,성적 수치심 유발,저주/협박,악성댓글
잘 드시면서 치료하세요약도 나올거고 항암 35회 하셨으니 체력도 좋으실겁니다여태 잘 버티셨으니 앞으로도 쭉 잘 견디시리라 생각해요꼭 완치하시기 빌게요,0,0,0,0,0
제목이 좀 그렇다 웬지 별거 하라는 느낌으로 들리네,0,0,0,0,0
선배님~~부디 좋은곳에서 편안히 쉬시길 기원합니다,0,0,0,0,0
갠적으로 진이 더 잘생겼다고 생각하지만 뷔가 세계 1위라니 넘나 기쁨 우리 탄이들 쭉쭉 나가자~~,0,0,0,0,0
하는짓은 전라도네 ㅎㅎ,0,1,0,0,1
고인의 명복을 빕니다,0,0,0,0,0
매력은 충분히있으신데 그냥 딱보면 쎄보이는 이미지는..,0,0,0,0,0
야~ 무슨 어젠 도끼 ㅋㅋㅋㅋ ㅈㄹ 납셨네 왜 이기회가 딱 그기회니? 재섭네 비가얼마너돈이 많을텐디 이미지깎아먹느니 주고말지 왜쓸데없이 언플질부터하니? 그럼 돈더받게되는거니?,1,0,0,0,1
근데 왜 하필 친일파인 서정주의 시를 쓴건지?,0,0,0,0,0
진혁이형 연기잘하넹,0,0,0,0,0
찾아가서 악플다는 사람들 이해가 안간다,0,0,0,0,0
남자는 여자를 잘만나야해 으휴~~~,0,1,0,0,1
내가 여자라면 붐같은 남자가 좋을듯...,0,0,0,0,0
개부럽당ㅠㅠㅠㅠㅠㅠ,0,0,0,0,0
그냥 초딩수준 예능.,1,1,0,0,1
예쁜데 박명수랑 많이 닮아씀ㅋㅋㅋㅋ신기해요ㅋㅋ둘이너무잘어울려용,0,0,0,0,0
근데 냉면집 아저씨도 냉면 경력40년 이상인데 회를 숙성시켜서 내놓을때와 그렇지 않을때의 맛의 차이를 모르고있었다는 반증인데.,0,0,0,0,0
진짜 안정환이 정상적인 가정에서만 태어났어도 박지성 손흥민 이상으로 대성할 수 있었다. 선수 초기부터 빚에 시달려서 결국 잉글랜드 못가고 일본가고 중국가고 참 안정환도 힘들겠다,0,0,0,0,0
김유정 너무 예쁘다,0,0,0,0,0
제시카가 보인다..,0,0,0,0,0
참 며느리 삼고 십을정도로 사유리 넘 좋아요. 인성도 좋고 항상 팬이예요~,0,0,0,0,0
방송 나가니까찾아가는척ㅡㅡ 연기작작해라,1,0,0,0,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜너무웃겼음,0,0,0,0,0
재밌었어요! 역시 믿고 보는 신화❤,0,0,0,0,0
뭐하는 사람들이지??헐,0,0,0,0,0
두커플다 아름답고 행복해보요요! 방송용이아닌 꼭 진심으로 잘되게해주세영 ㅎ,0,0,0,0,0
미스터션샤인은 조연들도 다같이 빛을 보는 드라마인것같다. 배역도 완벽하고 그에 맞게 연기도 너무 잘해주셔서!!!,0,0,0,0,0
가식없고 꾸밈없어서 너무 좋음 기안84 화이팅 :) 오늘 냉부해 너무 재밌었어요~~~❤️,0,0,0,0,0
함소원 시댁 덕분에 야밤에 눈물 나게 웃었어요. ㅋㅋ 늦은 나이에 결혼해서 행복하게 사는 모습이 보기 좋네요. 행복하세요~~~,0,0,0,0,0
별이 활동을 못하게하네,0,0,0,0,0
무큐리 신내렸죠..진짜대박,0,0,0,0,0
박신혜 살 그만빼야할듯,0,0,0,0,0
사유리 아이시떼루요,0,0,0,0,0
넘 예쁜 부부시네요 행복하세요^^♡,0,0,0,0,0
곧 놀다 헤어질듯 여자누군지도 모름,1,0,0,0,1
요즘 이혼이 별거인가요,0,0,0,0,0
근데 현아 식탐 엄청나서 자기 먹고싶은거 다먹고삼 ㅋㅋㅋㅋㅋ 운동 매일매일 엄청 열심히해서 유지하는거,0,0,0,0,0
루아야 ㅡㅠㅡㅠ 어쩜 너는 그렇게 깜찍하고 올망졸망 똑부러지게 예쁘니 언니는 요새 너 보는 맛으로 살아❣️,0,0,0,0,0
하정우 : 살아있네~,0,0,0,0,0
ㅋㅋㅋ역시 노개념 소년단 ㅋㅋㅋ 사람 수만명 죽은일 재밋다고 쳐입고 다니냐 ㅋㅋ 그걸 빨아대는 빠순이들 수준 ㅋㅋㅋ,1,1,0,0,1
원득이가 홍심이가 그리워서 궐안에서 홍심이 환영을 보다가 저하라는 소리에 홍심이 환영이 없어지는 장면들는 진짜 너무 마음이 아팠는데 진짜 경수 눈빛연기 보면서 눈물 흘렸습니다. 도경수는 못하는게 없는 아멋남이구만,0,0,0,0,0
난 한혜진 좋던데 ㅎㅎ 토끼이빨 귀여워 ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0
장영란진짜괞찮은사람같더라.부부가보기좋았어요.,0,0,0,0,0
행복하세요 파이팅!,0,0,0,0,0
원자폭탄 티셔츠라니;;;;;;;너무하네,0,0,0,0,0
엄마가 자기 딸 응원한다는데 왜 지랄이얔ㅋㅋㅋ 언플은 기자가 하고있는데 다들 저런 응원 한번 못 받아봐서 꼬임?,1,0,0,0,1
만찢녀~~ ! 인정? 어 인정!,0,0,0,0,0
고로케나 제작진이나 다 갈아치워라!절실함 1도 안보이는 저런 놈을 섭외한 제작진이나 실실 쪼개며 핑계만 대는 고로케 사장 둘 다이제 그만 하자.,1,0,0,0,1
인생에 저런인연만나기가 쉽지않죠.2년전.2년후 사진이 더 소오름~그냥 스쳐지나는 인연만 있는게 아닌듯,0,0,0,0,0
아기낳은지 얼마 안됫는데..이쁘긴 이쁘다,0,0,0,0,0
둘다 자연미녀 미남이라 드라마 보는 재미가 배다. 멜로 드라마 좋아. 잘어울리고 오늘도 본방사수.,0,0,0,0,0
정훈 진아커플 정말 예뻐요~^^,0,0,0,0,0
심쿵하게 뭔가 훈훈한 미소가 너무 좋음,0,0,0,0,0
이규빈이 연예인인가??,0,0,0,0,0
밴쯔 나이속인거 아님? 축축 늘어지는게 10살은 더 많아보이는데 20대라니...,1,1,0,0,1
손혜원 투기사건을 손예진 열애설로 덮으려는 고냐?ㅋㅋㅋㅋ,1,0,0,0,1
봉연이 고정원츄~~~넘 귀여워요~~♡♡,0,0,0,0,0
이건 머 마닷이 승자지...홍수현만 이미지 하락 ㅜ 울나라 사회서 여자가 공개연애하믄 담 연애하기가 어렵지ㅠ,0,0,0,0,0
예서가 밀어서 죽인듯하다... 결국엔 밝혀져서 파국으로~~~ ㅠㅠ,0,0,0,0,0
사이다발언 최고였죠 ㅎㅎㅎㅎㅎ,0,0,0,0,0
멋있네... 누구보다 남자답다,0,0,0,0,0
가식적인년!개똥쿤!박나래!술진상!,1,0,0,0,1
투병중이라는데.댓글너무하네.허지웅씨.꼭완치하셍ㆍ,0,0,0,0,0
1층일수도 있고 단독주택일수도있지 뭐,0,0,0,0,0
이여자는 코만 보여 한게 저정도,1,1,0,0,1
컨디션안좋을때 무리하면 핑돌지.,0,0,0,0,0
시시해~형사가 탉장사하다가 끝나는 영화..이게 영화냐? 트랩이 훨 낫다,1,0,0,0,1
진심 바라는건데 위너나 아이콘이나 탈와이지 했으면 좋겠다,0,0,0,0,0
가족의 힘이 대단합니다. 티걱태걱하면서도 정말 힘들때 보듬아 주는것이 가족입니다.,0,0,0,0,0
박보검 얼굴만 봐도 힐링~,0,0,0,0,0
배우들 연기력은 훌륭했다~,0,0,0,0,0
방탄은 좋은데 빠순이들때문에 싫디..,1,1,0,0,1
"""그저그랬어,,,,,,, 아이돌이라고~ 매력없어,""",1,0,0,0,1
송중기 진심 남자답고 잘생겼다 깊이도 보이노 ㅎㅎ 박배우와 함께 응원한다 좋은 배우들,0,0,0,0,0
이모!앞으로도 대박 흥나세요,0,0,0,0,0
그걸로 유명해진건데,0,0,0,0,0
방울뱀 추하다 진짜,1,0,0,0,1
와 예쁘다 모든사진들이 귀엽고 우아하네요~~잘사시요,0,0,0,0,0
방송관계자 입니다.박찬호 예요.,0,0,0,0,0
티파니가 같으면 되겠네요써니도 비싼 집에서 살던데,0,0,0,0,0
말도 안되는 일이... 뭐야.....!!,0,0,0,0,0
너무너무 좋았어 진짜ㅠㅠㅠㅠㅠㅠㅠ,0,0,0,0,0
김한길은 암으로 고생한 아내 버리고 재혼했는데 새아내는 함께 했구먼 인간적으로는 비열한 거네?,1,0,0,0,1
수종형님 짠내폭발;;;;;; 연기 진심 가슴 미어지게 너무 잘한다.. 수종신 강림,0,0,0,0,0
아무리 개인방송이래도 나이가 몇개냐..그저 안타깝다,1,0,0,0,1
머 대단한존재들도 아닌데 사귀든 헤어지든왜들난리지?알아서들 하겠지 참 ~기지들이 하여간문제라니까 ㅉㅉ냅둬요 그들 ᆢ별볼일 없는 존재들이니까~,1,1,0,0,1
ㅋㅋ 개인취향이지만 외모만딱놓고봤을때는 스토커꼬이는게 신기한거임,1,1,0,0,1
온준영이 좀 소심하지만 ㄹㅇ 사랑꾼인데 영재도 참... 왜 섭남이랑 밥 먹냐???,0,0,0,0,0
얼굴은 안닮아서 공개못하나봄,1,0,0,0,1
기안84 왜 나오는지 알려주실분~ 비호감,1,0,0,0,1
솔직히 대본만 봐서 뭐하냐 연기자들의 연기력을 봐야지,0,0,0,0,0
기자 참 한심하네 똑똑이한혜진한테 질문 잘못했네ㅋ,1,0,0,0,1
노래도 잘하고 사람은 괜찮은데. 너무 좀 허당끼가 있어서 문제야. 강성훈은.. 너무 사람잘믿고.. 세상물정을 모르는거같아,1,0,0,0,1
억지감동 신파극은 치가 떨리듯 극혐하면서 억지웃음 말장난은 관대하네 이거보고 웃기다는 것들 웃음창련들임,1,0,0,0,1
부부가 닮으면 잘 산다고 하던데요~~잘 살거에요~^^ 행복하세요~,0,0,0,0,0
이동국 정말 어이가 없다~그렇게 인기많던 삼둥이와 송일국도 안주면서 ...,0,0,0,0,0
지금도 현재진행형이기 때문에 없었던 이유가 아니고 없는 이유지.,0,0,0,0,0
제작에 관련 없는 인물이 대리수상 하는게 황당할 수밖에,0,0,0,0,0
행복한 가정이루길 바라요~,0,0,0,0,0
실물은 사십대 같은 동안이신걸로 압니다.부러워서 다들 그러는데 인연이 있으면 부부가 되는거지요.우리나라 외국인과 결혼하분들도 나이차 많은사람 많던데.내친구도 십칠년차이던데 잘살아요.,0,0,0,0,0
가장 경멸하는 직업 기레기와 친일파판사들~,1,1,0,0,1
그냥 대종상 폐지하세요 ㅎㅎ,1,0,0,0,1
당신 부모가 피해자라도 마닷 사랑 할수있냐?ㅎㅎ피해자 부모가 신용불량자되고 암까지 근데마닷이 명예 고소한단다 ㅎㅎ그뿌리 인성은 언젠간 들어난다,1,0,0,0,1
우리나라도 아름다운 곳들이 많은데.. 굳이 외국가서 대사관까지 개입시켜 일을 크게 만들어서 안좋은 이미지를 만들지 않길바래요..,0,0,0,0,0
제니는 좋은데 노래가 구림,1,0,0,0,1
새끼야 양육비는 제대로 줘라,1,0,0,0,1
무슨 톱스타야 리포트했고 나대고 ....... 알고 결혼했지 뭐 돈 쓰는거 보면몰라남자도참 이용하려고 했을거고,1,0,0,0,1
저도 같이 울었습니다.,0,0,0,0,0
저 남자 땡잡았네...부럽다^^ 성룡이 아들한테 다 줄것같지 않고 딸한테도 어느정도 줄것같은데^^,0,0,0,0,0
"""드라마 후기 처음 쓰는데,정말 최고였습니다.❤️""",0,0,0,0,0
난 재밌던데..불편하면 안보면 되는거 아닌가;;솔직히 재민이 보려고 본거긴 하지만ㅋㅋㅋㅋㅋㅋㅋㅋ시원스쿨 아저씨가 영어도 갈켜주고 나름 괜찮았음,0,0,0,0,0
작가 대가리에 머가 들엇는지? 앞뒤 상황 말도 안되고 질질 끈다는 생각밖에 안드네저 좋은 배우들 데리고 쩝,1,0,0,0,1
여자분이 조금 성급하신거 같네요 그냥 자연스럽게 천천히가도 괜찬을것 같아요,0,0,0,0,0
오늘부로 비틀즈 넘은거나 다름없어요!! 역시 bts!!,0,0,0,0,0
랩을 알아 듣게 해라 조금이라도 알아듣게 해야지 꼬마야,1,0,0,0,1
멋지당~개그맨 아니고 모델같아용~,0,0,0,0,0
박주호 선수 탈김치에 예쁜딸~ 부럽네요!!~~,0,1,0,0,1
순옥킴 너님이란 작가.....,0,0,0,0,0
얼굴에 타투 룰루랄라~빠이빠이 ~,0,0,0,0,0
앗 깜짝이야 아침부터 왜 그래,0,0,0,0,0
시간이 넘 빨리감~ 해이 유진 케미 ♡,0,0,0,0,0
함소원씨 아내의 맛 보고서 완전 응원하게됐어요~출산장면에서 같이 울었던 기억두 있구요~여배우로서 그장면 방송결정하기 쉽지않았을텐데 역시 쿨하시구 멋지시네요!이쁜 공주님 건강하게 잘 키우세요~화이팅!,0,0,0,0,0
히나 진짜 불쌍한 캐릭터...ㅠㅠ,0,0,0,0,0
태양아 와이지 나와라ㅠ너만은 지키고 싶다 진짜,0,0,0,0,0
사기꾼한테 대상주는 개백수 수준 알만하다....,1,0,0,0,1
예전에 보니까 친오빠 용돈도 줬었다 하던데... 참 착해 빠져 갖고... 책임감도 있고 팥 심은데 콩난 드문 경우네,0,0,0,0,0
한수민 논란은 평소에 한수민한테 열폭질하던 아줌마년들이 공작질한것 뿐이다.,1,1,0,0,1
어쩐지 사기x 처럼 생겼더라,1,1,0,0,1
고인의 명복을 빕니다. 엄앵란님도 건강하세요!!,0,0,0,0,0
정신병 걸렸나...ㅋㅋㅋ,1,0,0,0,1
정혜인..저 스타일 너무 잘 어울린다~^^,0,0,0,0,0
박뽕 냄새 .... 양회장님 하는거보니 이젠 박진영이 존경스럽다.,1,0,0,0,1
중기님 넘 멋지네 아스달 대박나자,0,0,0,0,0
"""유연정 최고지,""",0,0,0,0,0
어릴때부터 정재용 팬이었어요 완전 축하합니다~,0,0,0,0,0
"""와~ 오늘 뷰티인사이드 미쳤다..펑펑 울었네 라미란,김희정 두분때문에""",0,0,0,0,0
수술복 갈아입은건 티 안나디?? ㅉㅉㅉ,1,0,0,0,1
고인의 명복을 빕니다.,0,0,0,0,0
차태편이래 ㅋㅋㅋ 기자양반 오타수정하시오!! 차태현씨가 보면 맘상하겄소!!!!,0,0,0,0,0
어그로 그만들 끄시고 결혼을 하든지 째지던지 하세요~1년을 우려x먹네,1,0,0,0,1
"""허민 잘 살아야해 내가 너 좋아하고 사랑했다,""",0,0,0,0,0
사겨라 사겨라 너무 잘 어울리는 선남선녀 임 ㅋㅋㅋㅋ 손예진 너무 이뻐,0,0,0,0,0
개나소나 우울증 -.-,1,0,0,0,1
에그..어쩌다가 말년에 하숙생활을..그러겡 노후대비좀 하시지..암튼 삼가 고인의 명복을 빔돠,0,0,0,0,0
여신 그냥 여신....,0,0,0,0,0
왜 승리한테들 욕 쏟아붓지 ? 머저리들 같다,1,0,0,0,1
별것도 아닌거 빠슨이들만 난리,1,1,0,0,1
누구냐 이딴것도기사라고,1,0,0,0,1
최민환은 육아를 적극적으로 '도왔다' 라고요?... 아직도 가사와 육아가 여자의 전유물인가요? 아님 안하다 잠깐 도왔다고 돌려까기 한건가,0,0,0,0,0
애교 많아서 사랑 많이 받고 잘 살듯 축하해요~~~,0,0,0,0,0
한혜진표정 어쩔수없는거야 얼굴이원래무표정하면무서운얼굴이잖아ㅡㅡ그걸로까냐에휴;;그리고전현무가하는말못들었냐?한혜진은 라디오나왔을때 좋아하는감정있었는데 전현무는 한혜진표정보고 전혀몰랐었대잖아 한혜진은 표정으로 오해받기딱좋은 얼굴인데 그걸로까진말아야지,0,0,0,0,0
협찬커플. 조윤희도 같이 비호감 전락햌ㅅ지. ㅋ,1,0,0,0,1
처음엔 다들 말도 안된다고 하다 서서히 별말없는거 보니 맞는거 아니냐는둥 원래 업계에서 유명했다는둥 입으로 똥싸는 사람들이 나타나더라 이렇게 억울한 사람이 생기는구나 실시간으로 목격,1,0,0,0,1
이미친 넋빠진 색히저딴게 선생이냐?~~시발,1,0,0,0,1
게임상에서 유저들끼리 PK시 졌을경우 패자에게 로그아웃을하겠냐 아니면 게임속에 남아서 게임의 전개를 바꿀껀가를 물어볼수도 그래서 현빈을 이기고싶은마음에 게임속의 하나의 인물로 남았을수도~,0,0,0,0,0
김종국 제일 재미없다 맨날 운동타령이고,1,0,0,0,1
와~ 축하축하! 박진영 씨의 자녀교육관은 남다를것같아요!! 팬으로써 대박사건이네요^^,0,0,0,0,0
포차엔 야동이 취향에 맞아서 가고싶은 사람만 가는 건데 뭐가 문젠지 모르겠다!!저런거 싫어하는 불특정 다수에게 이런 기사를 노출시키는 기자가 더 나쁘다고 생각한다!!,0,0,0,0,0
1500은 거뜬히갈듯,0,0,0,0,0
늙으면 다 후회한다 자기중심적인 삶보단 자식을 위한 삶을 택했으면 좋겟다 두분 꼭 다시 합쳐서 자식을 위해 사시길 애들이 행복해 보이지가 않아,0,0,0,0,0
선생님께선 꼭 오래 사셔야해요~~,0,0,0,0,0
마인드가 멋진 가수~,0,0,0,0,0
근데 중간에 신지 어디가고 딴여자가 나오냐 최화정 박나래 신지로 쭉 가자,0,0,0,0,0
사깃꾼 맞니? 그렇게 천사같은 얼굴 달달한 목소리 속에 추한 악마가 살고있는거니?,1,0,0,0,1
술먹고 늦을수도 있지 기사를 몇개씩 내면서 까냐? 작작해라 기레기들아,1,1,0,0,1
진짜 광고 오질듯ㅋㅋㅋㅋ 벌써부터 누가 성대모사해서 광고나오던데 많이많이 찍으셔서 돈 많이 버세요 주영쌤ㅋㅋㅋㅋㅋ,0,0,0,0,0
보이콧많이해라. 난 본방사수할테니. 희철이드립에 꿀잼이더만 뭔 난리야 기레기야~~,1,1,0,0,1
니뮈 증거는 자칭 피해자 목소리 뿐이네ㅋㅋㅋㅋ 야이 개돼지들아 확실한 증거 나오기전에는 좀닥쳐 새기들이 반복학습이 1도 안되는 개돼지들,1,1,0,0,1
또 핀트가엇나가네..ㅡ.ㅡ박신혜가 엠마여야하는지가아니라 게임마스터정세주가 어디있었는지왜 사라진건지가 밝혀져야하는거아님?게임마스터가 게임속에서 능력치가 없다는게 말이 안되는건데이드라마에서 엠마가 한거라곤알카사바에서 기타친거밖에없는데..게임속에서 뭐 활약한게있다고..,0,0,0,0,0
"""와 부인 무섭네, 지 남편 편들어주지 못할 망정 오히려 언플해서 본인 이미지만 챙기고있네""",1,0,0,0,1
연기도 잘하고이뻐요,0,0,0,0,0
로맨틱... 성공적.........,0,0,0,0,0
왠지 굉장히 응원하고 싶어지는 청년이군요..화이팅!!입니다,0,0,0,0,0
그런뜻인지 몰랐겠지. 나도 지금 처음 알았네,0,0,0,0,0
1주일을 어뜨케 기다리징공부는 다햇당 ㅠ,0,0,0,0,0
뺑반과 고민중이시라면 극한직업 보세요,0,0,0,0,0
"""진짜 홍석천씨는 삶이 존경스럽다.. 정말 노력하면서 살아왔을 뿐만 아니라, 남을 배려하고 생각해주는 게 몸에 베어있다는 걸 느낄 수 있는 분.. 항상 응원합니다!!""",0,0,0,0,0
흠.. 종후 캐릭터 바람둥이 캐릭터로 나올 것 같은뎅..지금 한지민한테 잘해주고 있긴 한데..중간에 다른 여직원이랑 문자 한거 그거 모르는 사람이랑 문자하는 그런 것 같던데..사람들이 그건 별로 신경 안쓰이나보다ㅠㅠ,0,0,0,0,0
신동욱이란 사람은 진실된 사람이에요...억울한 누명을 쓴거라고 생각이 드네요...,0,0,0,0,0
어차피 축구 떨어질거면 그냥 이번주에 다하지 ㅠㅠ,0,0,0,0,0
